[2019-01-14 15:31:33.723202] ,32, Temperature,214
[2019-01-14 15:31:37.532776] ,32, Temperature,214
[2019-01-14 15:31:41.321117] ,32, Temperature,214
[2019-01-14 15:31:45.124865] ,32, Temperature,214
[2019-01-14 15:31:48.919473] ,31, Temperature,214
[2019-01-14 15:31:52.725930] ,32, Temperature,214
[2019-01-14 15:31:56.515574] ,32, Temperature,213
[2019-01-14 15:32:00.321803] ,32, Temperature,213
[2019-01-14 15:32:04.115734] ,32, Temperature,213
[2019-01-14 15:32:07.914388] ,32, Temperature,213
[2019-01-14 15:32:11.714753] ,32, Temperature,213
[2019-01-14 15:32:15.517503] ,32, Temperature,214
[2019-01-14 15:32:19.315770] ,32, Temperature,214
[2019-01-14 15:32:23.112684] ,33, Temperature,215
[2019-01-14 15:32:26.907711] ,38, Temperature,219
[2019-01-14 15:32:30.706926] ,35, Temperature,220
[2019-01-14 15:32:34.509181] ,34, Temperature,220
[2019-01-14 15:32:38.309917] ,35, Temperature,220
[2019-01-14 15:32:42.106068] ,33, Temperature,220
[2019-01-14 15:32:45.908874] ,32, Temperature,221
[2019-01-14 15:32:49.712077] ,31, Temperature,221
[2019-01-14 15:32:53.503409] ,31, Temperature,220
[2019-01-14 15:32:57.306641] ,32, Temperature,220
[2019-01-14 15:33:01.107022] ,31, Temperature,219
[2019-01-14 15:33:04.903910] ,31, Temperature,219
[2019-01-14 15:33:08.704758] ,31, Temperature,219
[2019-01-14 15:33:12.498821] ,32, Temperature,218
[2019-01-14 15:33:16.298498] ,31, Temperature,217
[2019-01-14 15:33:20.095873] ,32, Temperature,216
[2019-01-14 15:33:23.894197] ,32, Temperature,216
[2019-01-14 15:33:27.696992] ,32, Temperature,215
[2019-01-14 15:33:31.501486] ,32, Temperature,214
[2019-01-14 15:33:35.300032] ,32, Temperature,214
[2019-01-14 15:33:39.089132] ,33, Temperature,213
[2019-01-14 15:33:42.894991] ,32, Temperature,213
[2019-01-14 15:33:46.688245] ,32, Temperature,214
[2019-01-14 15:33:50.487903] ,33, Temperature,215
[2019-01-14 15:33:54.286268] ,33, Temperature,216
[2019-01-14 15:33:58.092963] ,32, Temperature,216
[2019-01-14 15:34:01.887939] ,33, Temperature,218
[2019-01-14 15:34:05.684310] ,35, Temperature,219
[2019-01-14 15:34:09.485170] ,36, Temperature,220
[2019-01-14 15:34:13.284673] ,34, Temperature,220
[2019-01-14 15:34:17.082798] ,33, Temperature,220
[2019-01-14 15:34:20.888638] ,32, Temperature,221
[2019-01-14 15:34:24.688514] ,32, Temperature,222
[2019-01-14 15:34:28.489954] ,31, Temperature,222
[2019-01-14 15:34:32.290562] ,31, Temperature,222
[2019-01-14 15:34:36.088177] ,30, Temperature,220
[2019-01-14 15:34:39.890948] ,30, Temperature,219
[2019-01-14 15:34:43.687386] ,30, Temperature,218
[2019-01-14 15:34:47.486702] ,30, Temperature,218
[2019-01-14 15:34:51.290622] ,31, Temperature,218
[2019-01-14 15:34:55.089600] ,31, Temperature,218
[2019-01-14 15:34:58.888956] ,31, Temperature,218
[2019-01-14 15:35:02.688124] ,31, Temperature,218
[2019-01-14 15:35:06.484486] ,31, Temperature,218
[2019-01-14 15:35:10.279972] ,31, Temperature,219
[2019-01-14 15:35:14.089072] ,31, Temperature,219
[2019-01-14 15:35:17.879754] ,31, Temperature,219
[2019-01-14 15:35:21.680526] ,31, Temperature,219
[2019-01-14 15:35:25.478571] ,31, Temperature,218
[2019-01-14 15:35:29.279970] ,31, Temperature,218
[2019-01-14 15:35:33.085714] ,31, Temperature,218
[2019-01-14 15:35:36.880266] ,31, Temperature,218
[2019-01-14 15:35:40.677488] ,31, Temperature,218
[2019-01-14 15:35:44.476012] ,31, Temperature,218
[2019-01-14 15:35:48.272510] ,31, Temperature,219
[2019-01-14 15:35:52.076415] ,31, Temperature,219
[2019-01-14 15:35:55.869577] ,31, Temperature,219
[2019-01-14 15:35:59.676749] ,31, Temperature,219
[2019-01-14 15:36:03.478340] ,31, Temperature,219
[2019-01-14 15:36:07.269973] ,30, Temperature,219
[2019-01-14 15:36:11.075194] ,31, Temperature,219
[2019-01-14 15:36:14.877865] ,31, Temperature,219
[2019-01-14 15:36:18.667258] ,31, Temperature,219
[2019-01-14 15:36:22.471571] ,31, Temperature,219
[2019-01-14 15:36:26.273012] ,31, Temperature,220
[2019-01-14 15:36:30.068669] ,31, Temperature,220
[2019-01-14 15:36:33.871555] ,30, Temperature,221
[2019-01-14 15:36:37.675801] ,30, Temperature,220
[2019-01-14 15:36:41.468713] ,30, Temperature,218
[2019-01-14 15:36:45.271671] ,32, Temperature,220
[2019-01-14 15:36:49.064943] ,33, Temperature,221
[2019-01-14 15:36:52.862714] ,32, Temperature,221
[2019-01-14 15:36:56.664796] ,32, Temperature,221
[2019-01-14 15:37:00.467607] ,32, Temperature,221
[2019-01-14 15:37:04.259375] ,32, Temperature,221
[2019-01-14 15:37:08.060516] ,31, Temperature,221
[2019-01-14 15:37:11.857136] ,31, Temperature,221
[2019-01-14 15:37:15.660944] ,31, Temperature,222
[2019-01-14 15:37:19.460843] ,34, Temperature,224
[2019-01-14 15:37:23.257840] ,33, Temperature,224
[2019-01-14 15:37:27.052625] ,32, Temperature,224
[2019-01-14 15:37:30.853726] ,31, Temperature,224
[2019-01-14 15:37:34.657743] ,32, Temperature,224
[2019-01-14 15:37:38.450633] ,31, Temperature,223
[2019-01-14 15:37:42.256991] ,36, Temperature,225
[2019-01-14 15:37:46.053618] ,35, Temperature,224
[2019-01-14 15:37:49.853598] ,33, Temperature,223
[2019-01-14 15:37:53.647642] ,31, Temperature,221
[2019-01-14 15:37:57.453323] ,31, Temperature,220
[2019-01-14 15:38:01.253311] ,30, Temperature,219
[2019-01-14 15:38:05.045201] ,30, Temperature,219
[2019-01-14 15:38:08.846219] ,30, Temperature,219
[2019-01-14 15:38:12.644125] ,30, Temperature,218
[2019-01-14 15:38:16.444576] ,30, Temperature,217
[2019-01-14 15:38:20.245286] ,30, Temperature,217
[2019-01-14 15:38:24.045455] ,31, Temperature,217
[2019-01-14 15:38:27.849589] ,31, Temperature,217
[2019-01-14 15:38:31.639958] ,31, Temperature,217
[2019-01-14 15:38:35.447253] ,31, Temperature,217
[2019-01-14 15:38:39.244374] ,31, Temperature,217
[2019-01-14 15:38:43.039019] ,31, Temperature,216
[2019-01-14 15:38:46.839628] ,33, Temperature,217
[2019-01-14 15:38:50.642907] ,33, Temperature,217
[2019-01-14 15:38:54.442442] ,32, Temperature,217
[2019-01-14 15:38:58.236575] ,31, Temperature,217
[2019-01-14 15:39:02.039394] ,31, Temperature,217
[2019-01-14 15:39:05.834528] ,31, Temperature,217
[2019-01-14 15:39:09.635191] ,31, Temperature,217
[2019-01-14 15:39:13.435236] ,31, Temperature,217
[2019-01-14 15:39:17.240995] ,31, Temperature,216
[2019-01-14 15:39:21.037325] ,31, Temperature,215
[2019-01-14 15:39:24.829307] ,31, Temperature,215
[2019-01-14 15:39:28.627281] ,31, Temperature,216
[2019-01-14 15:39:32.436429] ,31, Temperature,216
[2019-01-14 15:39:36.233730] ,31, Temperature,216
[2019-01-14 15:39:40.023727] ,31, Temperature,215
[2019-01-14 15:39:43.826664] ,31, Temperature,214
[2019-01-14 15:39:47.628564] ,31, Temperature,215
[2019-01-14 15:39:51.427712] ,31, Temperature,215
[2019-01-14 15:39:55.224060] ,31, Temperature,216
[2019-01-14 15:39:59.018940] ,32, Temperature,216
[2019-01-14 15:40:02.816481] ,32, Temperature,216
[2019-01-14 15:40:06.614976] ,31, Temperature,216
[2019-01-14 15:40:10.413675] ,31, Temperature,216
[2019-01-14 15:40:14.216165] ,31, Temperature,216
[2019-01-14 15:40:18.014815] ,31, Temperature,216
[2019-01-14 15:40:21.814882] ,31, Temperature,216
[2019-01-14 15:40:25.609774] ,31, Temperature,216
[2019-01-14 15:40:29.412657] ,31, Temperature,216
[2019-01-14 15:40:33.209513] ,31, Temperature,215
[2019-01-14 15:40:37.017682] ,31, Temperature,214
[2019-01-14 15:40:40.808546] ,31, Temperature,214
[2019-01-14 15:40:44.611685] ,31, Temperature,214
[2019-01-14 15:40:48.413735] ,31, Temperature,214
[2019-01-14 15:40:52.211975] ,31, Temperature,214
[2019-01-14 15:40:56.004039] ,31, Temperature,214
[2019-01-14 15:40:59.802728] ,31, Temperature,214
[2019-01-14 15:41:03.604888] ,31, Temperature,214
[2019-01-14 15:41:07.402641] ,31, Temperature,214
[2019-01-14 15:41:11.197772] ,31, Temperature,214
[2019-01-14 15:41:15.005112] ,31, Temperature,214
[2019-01-14 15:41:18.800322] ,31, Temperature,211
[2019-01-14 15:41:22.598078] ,31, Temperature,210
[2019-01-14 15:41:26.399027] ,32, Temperature,209
[2019-01-14 15:41:30.195484] ,32, Temperature,208
[2019-01-14 15:41:33.991703] ,32, Temperature,208
[2019-01-14 15:41:37.798238] ,32, Temperature,208
[2019-01-14 15:41:41.599200] ,32, Temperature,207
[2019-01-14 15:41:45.392255] ,32, Temperature,207
[2019-01-14 15:41:49.189275] ,32, Temperature,207
[2019-01-14 15:41:52.997939] ,32, Temperature,207
[2019-01-14 15:41:56.787126] ,32, Temperature,207
[2019-01-14 15:42:00.597353] ,32, Temperature,207
[2019-01-14 15:42:04.389358] ,32, Temperature,208
[2019-01-14 15:42:08.194430] ,32, Temperature,208
[2019-01-14 15:42:11.994354] ,32, Temperature,208
[2019-01-14 15:42:15.784741] ,32, Temperature,209
[2019-01-14 15:42:19.583274] ,32, Temperature,210
[2019-01-14 15:42:23.389747] ,32, Temperature,210
[2019-01-14 15:42:27.186369] ,32, Temperature,211
[2019-01-14 15:42:30.980134] ,32, Temperature,211
[2019-01-14 15:42:34.784829] ,32, Temperature,211
[2019-01-14 15:42:38.584246] ,32, Temperature,211
[2019-01-14 15:42:42.378752] ,32, Temperature,211
[2019-01-14 15:42:46.177741] ,32, Temperature,211
[2019-01-14 15:42:49.976702] ,32, Temperature,211
[2019-01-14 15:42:53.781175] ,32, Temperature,211
[2019-01-14 15:42:57.572844] ,32, Temperature,211
[2019-01-14 15:43:01.373540] ,31, Temperature,210
[2019-01-14 15:43:05.174264] ,32, Temperature,209
[2019-01-14 15:43:08.972666] ,32, Temperature,208
[2019-01-14 15:43:12.772844] ,32, Temperature,208
[2019-01-14 15:43:16.573582] ,32, Temperature,208
[2019-01-14 15:43:20.371567] ,32, Temperature,208
[2019-01-14 15:43:24.171044] ,32, Temperature,208
[2019-01-14 15:43:27.973465] ,32, Temperature,208
[2019-01-14 15:43:31.769945] ,32, Temperature,209
[2019-01-14 15:43:35.565315] ,32, Temperature,209
[2019-01-14 15:43:39.365415] ,32, Temperature,209
[2019-01-14 15:43:43.165571] ,32, Temperature,209
[2019-01-14 15:43:46.961933] ,32, Temperature,210
[2019-01-14 15:43:50.763320] ,32, Temperature,211
[2019-01-14 15:43:54.560039] ,32, Temperature,211
[2019-01-14 15:43:58.362159] ,32, Temperature,211
[2019-01-14 15:44:02.160738] ,31, Temperature,211
[2019-01-14 15:44:05.967755] ,31, Temperature,211
[2019-01-14 15:44:09.761340] ,31, Temperature,211
[2019-01-14 15:44:13.561474] ,31, Temperature,210
[2019-01-14 15:44:17.354525] ,32, Temperature,211
[2019-01-14 15:44:21.153223] ,32, Temperature,211
[2019-01-14 15:44:24.955043] ,32, Temperature,210
[2019-01-14 15:44:28.757267] ,32, Temperature,210
[2019-01-14 15:44:32.560077] ,32, Temperature,210
[2019-01-14 15:44:36.356546] ,32, Temperature,211
[2019-01-14 15:44:40.148236] ,32, Temperature,210
[2019-01-14 15:44:43.955785] ,32, Temperature,210
[2019-01-14 15:44:47.747217] ,32, Temperature,210
[2019-01-14 15:44:51.545500] ,32, Temperature,211
[2019-01-14 15:44:55.355470] ,32, Temperature,210
[2019-01-14 15:44:59.149985] ,32, Temperature,210
[2019-01-14 15:45:02.947230] ,32, Temperature,211
[2019-01-14 15:45:06.752183] ,32, Temperature,211
[2019-01-14 15:45:10.549253] ,32, Temperature,211
[2019-01-14 15:45:14.343058] ,31, Temperature,211
[2019-01-14 15:45:18.146661] ,31, Temperature,211
[2019-01-14 15:45:21.950601] ,31, Temperature,210
[2019-01-14 15:45:25.743473] ,32, Temperature,210
[2019-01-14 15:45:29.543155] ,32, Temperature,210
[2019-01-14 15:45:33.338507] ,32, Temperature,210
[2019-01-14 15:45:37.137705] ,32, Temperature,210
[2019-01-14 15:45:40.945495] ,32, Temperature,210
[2019-01-14 15:45:44.738889] ,32, Temperature,210
[2019-01-14 15:45:48.541092] ,32, Temperature,210
[2019-01-14 15:45:52.337282] ,32, Temperature,209
[2019-01-14 15:45:56.136695] ,32, Temperature,209
[2019-01-14 15:45:59.931059] ,32, Temperature,209
[2019-01-14 15:46:03.737752] ,32, Temperature,208
[2019-01-14 15:46:07.534315] ,32, Temperature,206
[2019-01-14 15:46:11.333645] ,32, Temperature,205
[2019-01-14 15:46:15.135473] ,32, Temperature,206
[2019-01-14 15:46:18.931323] ,32, Temperature,206
[2019-01-14 15:46:22.729537] ,32, Temperature,207
[2019-01-14 15:46:26.529568] ,32, Temperature,207
[2019-01-14 15:46:30.326558] ,32, Temperature,208
[2019-01-14 15:46:34.127278] ,32, Temperature,208
[2019-01-14 15:46:37.927588] ,32, Temperature,208
[2019-01-14 15:46:41.724712] ,32, Temperature,208
[2019-01-14 15:46:45.528847] ,32, Temperature,208
[2019-01-14 15:46:49.331710] ,32, Temperature,208
[2019-01-14 15:46:53.132049] ,32, Temperature,208
[2019-01-14 15:46:56.929816] ,32, Temperature,209
[2019-01-14 15:47:00.724811] ,32, Temperature,209
[2019-01-14 15:47:04.521483] ,32, Temperature,209
[2019-01-14 15:47:08.326815] ,32, Temperature,209
[2019-01-14 15:47:12.116919] ,32, Temperature,209
[2019-01-14 15:47:15.924329] ,32, Temperature,209
[2019-01-14 15:47:19.716259] ,32, Temperature,208
[2019-01-14 15:47:23.520018] ,32, Temperature,208
[2019-01-14 15:47:27.320376] ,32, Temperature,208
[2019-01-14 15:47:31.114481] ,32, Temperature,208
[2019-01-14 15:47:34.913301] ,32, Temperature,209
[2019-01-14 15:47:38.712313] ,32, Temperature,209
[2019-01-14 15:47:42.517672] ,32, Temperature,209
[2019-01-14 15:47:46.311600] ,32, Temperature,209
[2019-01-14 15:47:50.110557] ,32, Temperature,209
[2019-01-14 15:47:53.908102] ,32, Temperature,209
[2019-01-14 15:47:57.712941] ,32, Temperature,209
[2019-01-14 15:48:01.508427] ,32, Temperature,209
[2019-01-14 15:48:05.309384] ,32, Temperature,209
[2019-01-14 15:48:09.103969] ,32, Temperature,209
[2019-01-14 15:48:12.906835] ,32, Temperature,209
[2019-01-14 15:48:16.712341] ,32, Temperature,209
[2019-01-14 15:48:20.506909] ,32, Temperature,210
[2019-01-14 15:48:24.309946] ,33, Temperature,209
[2019-01-14 15:48:28.101226] ,33, Temperature,210
[2019-01-14 15:48:31.902097] ,33, Temperature,210
[2019-01-14 15:48:35.701310] ,33, Temperature,210
[2019-01-14 15:48:39.495347] ,33, Temperature,211
[2019-01-14 15:48:43.302432] ,33, Temperature,210
[2019-01-14 15:48:47.097221] ,33, Temperature,210
[2019-01-14 15:48:50.895522] ,33, Temperature,210
[2019-01-14 15:48:54.699182] ,33, Temperature,210
[2019-01-14 15:48:58.492062] ,33, Temperature,211
[2019-01-14 15:49:02.294194] ,33, Temperature,211
[2019-01-14 15:49:06.088264] ,33, Temperature,211
[2019-01-14 15:49:09.888667] ,33, Temperature,211
[2019-01-14 15:49:13.693795] ,33, Temperature,211
[2019-01-14 15:49:17.490950] ,33, Temperature,212
[2019-01-14 15:49:21.294869] ,33, Temperature,212
[2019-01-14 15:49:25.086970] ,33, Temperature,212
[2019-01-14 15:49:28.887548] ,33, Temperature,212
[2019-01-14 15:49:32.689467] ,33, Temperature,212
[2019-01-14 15:49:36.490586] ,33, Temperature,212
[2019-01-14 15:49:40.289212] ,33, Temperature,213
[2019-01-14 15:49:44.086144] ,33, Temperature,213
[2019-01-14 15:49:47.879390] ,33, Temperature,213
[2019-01-14 15:49:51.689673] ,33, Temperature,214
[2019-01-14 15:49:55.480481] ,34, Temperature,213
[2019-01-14 15:49:59.283262] ,34, Temperature,212
[2019-01-14 15:50:03.078037] ,34, Temperature,211
[2019-01-14 15:50:06.881276] ,34, Temperature,212
[2019-01-14 15:50:10.681671] ,34, Temperature,212
[2019-01-14 15:50:14.485451] ,34, Temperature,211
[2019-01-14 15:50:18.280308] ,34, Temperature,211
[2019-01-14 15:50:22.071329] ,34, Temperature,211
[2019-01-14 15:50:25.880275] ,34, Temperature,212
[2019-01-14 15:50:29.672953] ,35, Temperature,212
[2019-01-14 15:50:33.477865] ,35, Temperature,211
[2019-01-14 15:50:37.274983] ,35, Temperature,211
[2019-01-14 15:50:41.212959] ,35, Temperature,211
[2019-01-14 15:50:45.018846] ,35, Temperature,211
[2019-01-14 15:50:48.806102] ,35, Temperature,212
[2019-01-14 15:50:52.610749] ,35, Temperature,212
[2019-01-14 15:50:56.408393] ,35, Temperature,212
[2019-01-14 15:51:00.200694] ,35, Temperature,211
